Z1,Z2,Z3,Z4,Z5,Z6,Z7,Y2
1.526084010946421321e+00,2.190463428251419042e-01,1.726385779495596129e-01,8.891427977465774513e-01,5.621962450765571884e-01,-3.720190553997969607e-01,7.640871115583612871e-01,1.000000000000000000e+00
4.941886822356710840e-01,-9.687094569151617762e-02,-3.430814766454399756e-01,-4.106990369963685605e-01,7.497847002323578813e-01,1.000052418171494262e-01,1.189334895311311202e+00,2.000000000000000000e+00
8.671577369640035560e-01,2.492481535454389996e-01,-3.195505311554791561e-01,1.805939343687285037e-02,7.472034175538195822e-01,8.228288249144046773e-01,6.728757882162859083e-01,1.000000000000000000e+00
2.052051578555567080e+00,1.366935460405312774e+00,9.821927102178411584e-01,1.989659407843778816e+00,1.146781710759963602e+00,-6.529569626604414534e-02,5.325728738388263439e-01,1.000000000000000000e+00
1.072728002973105221e+00,5.058434135745534105e-02,1.917854693526241938e-01,5.911227692633628239e-01,8.246440294529631121e-01,4.674572979074405055e-01,8.183999436365786417e-01,1.000000000000000000e+00
2.687819926618732147e+00,1.364352139596676228e+00,-9.570311698322324645e-01,2.684253193739545296e-01,7.778525765880783815e-01,1.819288192933730119e+00,7.876146929825953436e-01,2.000000000000000000e+00
1.618329700871540044e+00,1.629258407409185927e-01,6.857068236745280654e-01,1.412585695402923669e+00,-7.116230046023730438e-02,-9.943223596935568676e-01,9.259918495273604666e-01,1.000000000000000000e+00
1.285489643994346398e+00,1.813592066231004274e-01,4.403914065064247207e-01,8.825710079481565717e-01,7.900755593418378186e-01,9.715240591562376848e-02,9.118618324913007056e-01,1.000000000000000000e+00
1.806478826806381832e+00,2.174176404171394017e-01,8.338423792992561978e-01,1.364589931198665784e+00,3.530978303084048586e-01,-4.643196984746927880e-01,7.810990335188430223e-01,1.000000000000000000e+00
1.083862389949217464e+00,-4.315573026935818901e-01,3.394001299983862019e-02,-2.493073733585661200e-01,8.721735492260431766e-01,8.232370621549722767e-01,5.368148608079023054e-01,2.000000000000000000e+00
1.631482719369549361e+00,6.470335698537277302e-01,6.316611003567111915e-01,1.416637385508703773e+00,7.157337430772079401e-01,-5.905406476395826942e-01,1.168133972198042603e+00,1.000000000000000000e+00
1.966596434100173152e+00,1.130792619482599459e+00,-8.649683012229762991e-01,8.305326181990346779e-02,1.142349067387059325e+00,1.946297207123208306e+00,7.241476157187296536e-01,1.000000000000000000e+00
1.868275257703068348e+00,6.744320612015206606e-01,4.984315754561756684e-01,1.150168542044977649e+00,8.949912591598701006e-01,-3.651528219516840812e-01,1.110559802089281067e+00,1.000000000000000000e+00
8.999061070534328799e-01,2.456577544146182346e-01,6.838007012086992908e-01,1.711112319046966146e+00,3.423451463929632066e-01,-5.962921499369873146e-01,9.492739988690592767e-01,1.000000000000000000e+00
1.089522856490173996e+00,1.623274501869044761e-01,-2.586089170247629632e-01,-2.944995790369343558e-01,9.526705059747020421e-01,9.479250057697629073e-01,4.774326993528584806e-01,2.000000000000000000e+00
7.332513275712448930e-01,3.579505564520792105e-02,-2.521616436139886286e-01,-1.404069069199873621e-01,9.947221764193112659e-01,1.186288711681620978e+00,6.679672993247307566e-01,2.000000000000000000e+00
9.885286339421873736e-01,-2.992178391166182561e-01,3.702708172102004980e-01,1.626422005393729497e-01,8.691734045936013731e-01,1.051291472058073051e+00,3.150877060162492471e-01,1.000000000000000000e+00
1.025097841680492561e+00,3.161840351127883642e-01,-7.748795034330993037e-01,-7.498979260895337617e-01,7.141939951734517233e-01,5.958501062904975054e-01,1.168929455197357692e+00,2.000000000000000000e+00
4.407351882953479683e-01,-7.721859807013786714e-02,1.338915702009737529e-01,2.358054653422796965e-01,9.479747746922455587e-01,4.944827278120753622e-01,1.095967444223602927e+00,1.000000000000000000e+00
1.753914100669571763e+00,9.105264801571252287e-01,-9.640722465906015337e-01,-1.173348218833972778e-01,9.376564356148184842e-01,1.937658264646353379e+00,4.494562085959777908e-01,1.000000000000000000e+00
1.210303585090964029e+00,3.694690932956035123e-01,-9.034353097199288030e-01,-5.580013998213462223e-01,1.064892155596422363e+00,4.498427007713764469e-01,7.450035525892231281e-01,2.000000000000000000e+00
1.724309810800970455e+00,4.990829256748176568e-01,3.311007775022074551e-01,1.459619223282445200e+00,6.151323588464938652e-01,-8.099169510800664495e-01,1.002326143560563931e+00,1.000000000000000000e+00
1.173469680953176386e+00,4.694301530218826790e-01,5.707946414867803853e-02,3.541131254959037911e-01,6.769407317734789098e-01,1.061459639173014891e+00,5.785263440750263442e-01,1.000000000000000000e+00
1.458080774251632405e+00,7.493238718864742021e-01,-9.452611025541544088e-01,-6.676160173986109836e-01,1.093368319933731847e+00,4.484601505481701222e-01,1.026287568542955331e+00,2.000000000000000000e+00
2.262654859608814739e+00,1.170482130748670802e+00,-8.311615267666099260e-01,-2.146601015742155560e-02,8.848649048717830423e-01,1.622723231098238905e+00,5.316775104824076337e-01,1.000000000000000000e+00
9.400372879848510888e-01,6.349695330659539672e-02,2.895020615829806410e-01,2.548162754862169921e-01,8.735511000863659392e-01,1.424772439687779002e+00,-4.122577276975625260e-01,1.000000000000000000e+00
